"Uniprot_ID","Start_Coverage","End_Coverage"
"Q86SX6",35,150
"Q86SZ2",1,158
"Q86T24",1,122
"Q86T24",471,604
"Q86T82",4,125
"Q86TB9",517,767
"Q86TI0",746,1072
"Q86TI2",1,863
"Q86TM3",204,430
"Q86TM6",279,334
"Q86TS9",1,123
"Q86TU7",1,594
"Q86TV6",1,843
"Q86U06",148,248
"Q86U06",265,346
"Q86U42",167,254
"Q86U44",1,580
"Q86U70",56,285
"Q86U70",334,375
"Q86U86",43,154
"Q86U86",174,293
"Q86U86",388,494
"Q86U86",496,637
"Q86U86",645,766
"Q86U86",773,914
"Q86UE4",386,407
"Q86UE8",191,755
"Q86UL8",412,522
"Q86UL8",599,682
"Q86UL8",774,863
"Q86UL8",915,1015
"Q86UL8",1141,1230
"Q86UR5",585,692
"Q86US8",580,1166
"Q86US8",1239,1419
"Q86UT5",326,419
"Q86UT6",629,975
"Q86UU0",224,271
"Q86UU9",57,67
"Q86UW6",129,138
"Q86UW6",1657,1770
"Q86UW9",399,474
"Q86UX7",349,482
"Q86UY5",122,304
"Q86UY6",17,220
"Q86V24",99,386
"Q86V25",1,355
"Q86V35",1,100
"Q86V81",78,183
"Q86V88",1,165
"Q86V97",663,673
"Q86VI3",1529,1631
"Q86VN1",1,138
"Q86VN1",149,386
"Q86VP1",1,147
"Q86VP1",722,789
"Q86VP6",1,1230
"Q86VQ6",51,156
"Q86VS8",1,160
"Q86VU5",36,262
"Q86VW2",149,502
"Q86W24",1,100
"Q86W26",1,100
"Q86W47",1,210
"Q86W50",1,310
"Q86W56",448,976
"Q86WA6",38,291
"Q86WT6",143,321
"Q86WV1",106,213
"Q86WV5",2,123
"Q86WV6",1,379
"Q86X55",134,489
"Q86XE0",17,166
"Q86XE3",133,512
"Q86XE5",26,327
"Q86XI6",31,253
"Q86XK2",833,904
"Q86XN8",272,341
"Q86XP0",2,810
"Q86XR7",75,235
"Q86XR8",334,433
"Q86Y07",14,335
"Q86Y38",232,959
"Q86Y39",2,141
"Q86Y78",46,141
"Q86Y82",18,134
"Q86Y97",2,248
"Q86YC2",835,1186
"Q86YI8",229,281
"Q86YL7",38,54
"Q86YN6",153,163
"Q86YN6",994,1023
"Q86YP4",137,178
"Q86YS6",9,190
"Q86YT6",8,409
"Q86YV5",932,1406
"Q86YV6",40,388
"Q86YW5",20,125
"Q86Z14",30,984
"Q8IU54",20,200
"Q8IU57",19,226
"Q8IU57",250,307
"Q8IU60",95,260
"Q8IU85",1,385
"Q8IUC4",514,598
"Q8IUC6",1,156
"Q8IUC6",199,219
"Q8IUC6",360,372
"Q8IUC6",387,545
"Q8IUE1",51,120
"Q8IUF8",26,465
"Q8IUH5",50,288
"Q8IUQ4",90,282
"Q8IUX4",185,373
"Q8IV16",21,151
"Q8IV48",1,349
"Q8IV63",138,474
"Q8IVD9",176,286
"Q8IVF2",108,203
"Q8IVG9",1,24
"Q8IVH4",70,418
"Q8IVH8",13,380
"Q8IVI9",441,506
"Q8IVL1",78,197
"Q8IVL8",21,349
"Q8IVP5",10,26
"Q8IVS2",60,375
"Q8IVT5",27,172
"Q8IVU3",902,1022
"Q8IVV7",116,300
"Q8IVW4",1,324
"Q8IW19",1,105
"Q8IW19",174,194
"Q8IW19",360,451
"Q8IW75",22,414
"Q8IWA4",1,741
"Q8IWB6",791,804
"Q8IWE4",86,304
"Q8IWE5",203,212
"Q8IWE5",771,884
"Q8IWJ2",1547,1612
"Q8IWL3",30,235
"Q8IWR0",892,947
"Q8IWS0",157,171
"Q8IWS0",208,333
"Q8IWT1",30,157
"Q8IWT3",366,466
"Q8IWT6",1,810
"Q8IWU9",148,490
"Q8IWV7",97,168
"Q8IWV8",98,168
"Q8IX01",587,639
"Q8IX03",638,785
"Q8IX04",171,471
"Q8IX05",23,161
"Q8IX07",1,15
"Q8IX15",360,423
"Q8IX15",453,509
"Q8IX90",1,101
"Q8IXH7",10,590
"Q8IXI1",409,588
"Q8IXI2",2,592
"Q8IXJ6",1,356
"Q8IXK2",39,581
"Q8IXL6",141,578
"Q8IXL7",31,169
"Q8IXM3",1,137
"Q8IXQ5",283,586
"Q8IXQ6",310,493
"Q8IY57",19,58
"Q8IY67",39,321
"Q8IY92",668,796
"Q8IY92",1014,1025
"Q8IYB3",1,904
"Q8IYB5",9,136
"Q8IYB8",47,722
"Q8IYD1",59,73
"Q8IYD8",661,800
"Q8IYD8",1218,1251
"Q8IYD8",1798,2048
"Q8IYH5",652,713
"Q8IYH5",807,875
"Q8IYK8",110,286
"Q8IYM1",46,320
"Q8IYN6",1,59
"Q8IYS0",318,504
"Q8IYS5",26,215
"Q8IYT8",1,276
"Q8IYU8",62,406
"Q8IYV9",22,268
"Q8IYW5",1,194
"Q8IYW5",419,462
"Q8IZ41",3,75
"Q8IZ41",533,712
"Q8IZA0",305,597
"Q8IZA0",600,688
"Q8IZD2",109,188
"Q8IZD2",323,458
"Q8IZI9",1,196
"Q8IZK6",86,284
"Q8IZP6",246,313
"Q8IZQ1",3341,3354
"Q8IZT8",88,346
"Q8IZU3",66,230
"Q8IZU9",413,521
"Q8IZX4",1523,1654
"Q8N0V3",85,201
"Q8N0W4",41,619
"Q8N0X4",30,340
"Q8N0X7",8,111
"Q8N0Z6",1,440
"Q8N104",21,65
"Q8N122",1,1335
"Q8N126",25,135
"Q8N136",1,415
"Q8N149",24,219
"Q8N157",1048,1116
"Q8N159",377,534
"Q8N1F7",1,819
"Q8N1G2",126,550
"Q8N1Q1",1,262
"Q8N1Q8",35,247
"Q8N1T3",751,766
"Q8N1W1",1049,1194
"Q8N257",68,82
"Q8N2I9",22,339
"Q8N2K1",1,185
"Q8N2Q7",46,658
"Q8N2Y8",983,1181
"Q8N2Z9",1,118
"Q8N300",1,66
"Q8N335",1,349
"Q8N371",153,416
"Q8N3C7",482,564
"Q8N3F8",419,433
"Q8N3J5",84,360
"Q8N3R9",118,232
"Q8N3R9",236,675
"Q8N3U4",1,1231
"Q8N423",24,419
"Q8N448",20,147
"Q8N448",336,425
"Q8N488",145,179
"Q8N4A0",1,578
"Q8N4B1",223,235
"Q8N4E4",88,205
"Q8N4E7",61,242
"Q8N4J0",53,409
"Q8N4P3",1,179
"Q8N4Q0",25,371
"Q8N4Q1",1,142
"Q8N4S9",439,551
"Q8N4T8",1,237
"Q8N4X5",354,447
"Q8N539",236,461
"Q8N543",1,542
"Q8N5A5",120,268
"Q8N5D0",5,17
"Q8N5F7",329,358
"Q8N5H7",539,860
"Q8N5J2",110,384
"Q8N5J2",388,426
"Q8N5K1",57,135
"Q8N5N7",1,158
"Q8N5S9",124,411
"Q8N5Y2",1,101
"Q8N5Y2",167,289
"Q8N5Y2",442,518
"Q8N5Y8",5,279
"Q8N5Z0",1,425
"Q8N5Z5",20,131
"Q8N608",65,783
"Q8N668",1,108
"Q8N684",50,182
"Q8N6C8",24,120
"Q8N6H7",3,130
"Q8N6N7",1,88
"Q8N6P7",17,228
"Q8N6R0",470,699
"Q8N6T3",1,140
"Q8N6T7",1,355
"Q8N6W0",126,217
"Q8N7H5",57,116
"Q8N7H5",170,259
"Q8N807",6,6
"Q8N807",21,584
"Q8N884",147,522
"Q8N8N7",1,351
"Q8N8Q3",9,254
"Q8N8S7",1,116
"Q8N8S7",347,356
"Q8N8U2",2,66
"Q8N960",1,151
"Q8N960",450,610
"Q8N983",1,215
"Q8N9L9",1,421
"Q8N9N8",17,114
"Q8N9Y4",187,206
"Q8NA31",590,656
"Q8NA54",123,227
"Q8NAP3",1006,1124
"Q8NAT2",1,101
"Q8NAU1",33,130
"Q8NAV1",1,312
"Q8NB14",1,424
"Q8NB16",1,156
"Q8NB16",179,471
"Q8NB78",30,822
"Q8NBF2",1,572
"Q8NBI3",225,243
"Q8NBJ7",27,301
"Q8NBK3",73,374
"Q8NBL1",29,385
"Q8NBP7",1,692
"Q8NBQ5",15,275
"Q8NBS9",62,170
"Q8NBS9",190,298
"Q8NBS9",323,432
"Q8NBT2",122,197
"Q8NBZ7",85,420
"Q8NC06",7,110
"Q8NC44",400,408
"Q8NC51",1,408
"Q8NC96",1,133
"Q8NCC3",34,412
"Q8NCD3",1,80
"Q8NCF5",244,338
"Q8NCF5",342,419
"Q8NCJ5",46,203
"Q8NCM8",1017,4307
"Q8NCN4",620,632
"Q8NCN4",653,708
"Q8ND04",1,991
"Q8ND25",139,227
"Q8ND30",185,265
"Q8ND56",1,84
"Q8NDI1",443,548
"Q8NDV7",1073,1094
"Q8NDX5",909,909
"Q8NDX5",914,983
"Q8NE01",299,707
"Q8NE35",440,540
"Q8NE71",300,841
"Q8NE86",1,351
"Q8NEB9",268,887
"Q8NEG5",208,292
"Q8NEJ0",1,188
"Q8NEM0",1,105
"Q8NEM0",639,835
"Q8NET8",2,790
"Q8NEU8",1,384
"Q8NEV4",1410,1457
"Q8NEZ4",342,439
"Q8NEZ4",1055,1144
"Q8NEZ4",1631,1713
"Q8NEZ4",4703,4911
"Q8NF91",8769,8797
"Q8NFA2",1,149
"Q8NFD5",1038,1159
"Q8NFG4",1,579
"Q8NFH3",1,380
"Q8NFH4",1,326
"Q8NFH5",151,266
"Q8NFH8",265,369
"Q8NFP4",19,330
"Q8NFP7",17,144
"Q8NFP9",2150,2563
"Q8NFQ8",233,470
"Q8NFU3",1,115
"Q8NFU5",50,279
"Q8NFU5",374,416
"Q8NFU7",587,632
"Q8NFZ4",42,611
"Q8NFZ5",257,344
"Q8NG27",564,643
"Q8NG31",176,226
"Q8NG31",234,252
"Q8NG31",2117,2337
"Q8NHJ6",24,219
"Q8NHL6",24,417
"Q8NHM5",607,723
"Q8NHM5",1059,1336
"Q8NHQ8",1,82
"Q8NHR7",4,110
"Q8NHR7",168,220
"Q8NHS0",1,79
"Q8NHU6",1,82
"Q8NHV1",1,300
"Q8NHW3",226,318
"Q8NHX9",1,752
"Q8NHY2",376,731
"Q8NHY6",415,447
"Q8NHY6",471,812
"Q8NHZ8",1,85
"Q8NI22",23,146
"Q8NI35",9,67
"Q8NI35",114,228
"Q8NI35",238,335
"Q8NI35",355,470
"Q8NI35",676,770
"Q8NI35",1058,1167
"Q8NI35",1219,1329
"Q8NI35",1421,1625
"Q8NI60",256,647
"Q8NI77",1,374
"Q8TAC2",1,188
"Q8TAD8",1,396
"Q8TAE8",1,222
"Q8TAF3",1,677
"Q8TAI7",1,183
"Q8TAX9",220,410
"Q8TB24",378,393
"Q8TB24",452,467
"Q8TB52",1,87
"Q8TB72",706,1056
"Q8TBB1",11,138
"Q8TBB1",504,594
"Q8TBC3",18,120
"Q8TBC4",1,463
"Q8TBE9",1,248
"Q8TBF4",1,87
"Q8TBK2",1,473
"Q8TBN0",73,154
"Q8TBX8",32,421
"Q8TBZ3",1,569
"Q8TBZ6",82,277
"Q8TC59",386,533
"Q8TCC3",1,161
"Q8TCD5",1,201
"Q8TCG1",1,560
"Q8TCG2",90,165
"Q8TCG2",176,450
"Q8TCG5",1,50
"Q8TCJ2",1,826
"Q8TCS8",46,669
"Q8TCU6",1,408
"Q8TCU6",607,706
"Q8TCX1",1,351
"Q8TD06",24,166
"Q8TD16",715,804
"Q8TD19",940,950
"Q8TD26",371,431
"Q8TD30",49,523
"Q8TD43",1,1214
"Q8TD84",978,1087
"Q8TDB6",601,740
"Q8TDD5",1,553
"Q8TDF6",46,460
"Q8TDI0",412,649
"Q8TDM6",1336,1439
"Q8TDP1",1,164
"Q8TDQ0",22,130
"Q8TDQ1",20,140
"Q8TDR0",1,133
"Q8TDX5",1,336
"Q8TDX7",1,302
"Q8TDY2",1458,1594
"Q8TDY4",416,702
"Q8TDZ2",506,614
"Q8TDZ2",687,755
"Q8TDZ2",918,1067
"Q8TE04",231,597
"Q8TE49",11,83
"Q8TE67",453,507
"Q8TE68",478,537
"Q8TE69",1,158
"Q8TEA1",1,469
"Q8TEA8",1,209
"Q8TEB7",38,204
"Q8TEB9",300,314
"Q8TED1",38,209
"Q8TEH3",2,394
"Q8TEK3",1,420
"Q8TEK3",470,550
"Q8TEK3",877,900
"Q8TEP8",201,258
"Q8TEP8",2256,2402
"Q8TEQ6",1,740
"Q8TEQ6",845,1096
"Q8TEU7",264,385
"Q8TEU7",1596,1601
"Q8TEW0",451,549
"Q8TEX9",668,1081
"Q8TEY7",36,130
"Q8TF30",513,546
"Q8TF39",379,438
"Q8TF42",26,76
"Q8TF42",248,328
"Q8TF42",383,649
"Q8TF65",112,200
"Q8TF72",1233,1247
"Q8TF76",447,798
"Q8WTQ1",23,65
"Q8WTR2",65,206
"Q8WTR7",204,236
"Q8WTR7",315,400
"Q8WTR7",426,458
"Q8WTR7",484,512
"Q8WTR7",557,589
"Q8WTR7",641,841
"Q8WTS6",52,366
"Q8WTT0",67,213
"Q8WTU0",239,367
"Q8WTW4",1,380
"Q8WTX7",1,329
"Q8WU08",9,390
"Q8WU20",11,136
"Q8WU79",1,132
"Q8WUA7",191,517
"Q8WUD1",5,176
"Q8WUF5",607,828
"Q8WUH1",29,134
"Q8WUI4",482,903
"Q8WUJ0",26,177
"Q8WUM0",1,1156
"Q8WUM4",1,708
"Q8WUM4",796,814
"Q8WUN7",14,234
"Q8WUP2",1,28
"Q8WUQ7",637,758
"Q8WUW1",1,75
"Q8WV16",124,136
"Q8WV22",9,246
"Q8WV41",212,574
"Q8WV44",214,263
"Q8WV92",1,249
"Q8WV99",93,142
"Q8WVC0",370,462
"Q8WVD5",145,201
"Q8WVK2",1,155
"Q8WVK7",1,121
"Q8WVM0",27,346
"Q8WVM7",86,420
"Q8WVM7",457,915
"Q8WVN8",197,363
"Q8WVQ1",69,401
"Q8WVS4",1,1066
"Q8WVV4",53,62
"Q8WVY7",1,81
"Q8WW01",36,157
"Q8WWA0",29,313
"Q8WWF6",1,69
"Q8WWI1",1037,1126
"Q8WWL2",401,427
"Q8WWM9",1,190
"Q8WWN8",1,80
"Q8WWN8",906,1107
"Q8WWN8",1404,1412
"Q8WWN9",42,142
"Q8WWP7",25,253
"Q8WWQ0",1302,1440
"Q8WWQ8",2311,2449
"Q8WWV3",45,396
"Q8WWW0",365,418
"Q8WWY3",1,499
"Q8WWZ1",3,152
"Q8WX92",42,580
"Q8WX93",1000,1096
"Q8WX93",1133,1229
"Q8WX94",1,96
"Q8WXB1",8,218
"Q8WXC3",1,89
"Q8WXD0",38,81
"Q8WXD5",1,86
"Q8WXD9",470,613
"Q8WXE0",284,348
"Q8WXE0",483,633
"Q8WXE1",1,791
"Q8WXE9",301,340
"Q8WXF1",61,320
"Q8WXF3",26,52
"Q8WXF3",119,142
"Q8WXF7",1,447
"Q8WXG8",1,99
"Q8WXH0",6857,6885
"Q8WXH4",64,287
"Q8WXH5",274,437
"Q8WXI2",5,84
"Q8WXI4",339,543
"Q8WXI8",61,215
"Q8WXX0",2675,2812
"Q8WY41",40,56
"Q8WY64",369,445
"Q8WY91",415,577
"Q8WYA1",360,477
"Q8WYA6",1,563
"Q8WYB5",211,322
"Q8WYH8",1,105
"Q8WYH8",184,236
"Q8WYK0",7,336
"Q8WYN0",23,359
"Q8WYQ5",275,353
"Q8WYQ5",493,720
"Q8WYQ5",728,750
"Q8WZ19",27,144
"Q8WZ42",1,196
"Q8WZ42",1821,1931
"Q8WZ42",2073,2171
"Q8WZ42",2795,3053
"Q8WZ42",9582,9671
"Q8WZ42",12674,12765
"Q8WZ42",14217,14319
"Q8WZ42",22282,22385
"Q8WZ42",22877,23070
"Q8WZ42",24337,24345
"Q8WZ42",31456,31649
"Q8WZ42",31853,32155
"Q8WZ42",32172,32492
"Q8WZ42",32497,32590
"Q8WZ42",32712,32816
"Q8WZ42",33294,33395
"Q8WZ42",33483,33579
"Q8WZ42",33774,33871
"Q8WZ42",34060,34149
"Q8WZ42",34252,34350
"Q8WZ64",1,78
"Q8WZ64",483,584
"Q8WZ73",26,145
"Q8WZA1",92,660
"Q92187",245,279
"Q92466",1,427
"Q92484",33,450
"Q92499",72,283
"Q92506",1,261
"Q92520",55,227
"Q92522",44,123
"Q92530",1,158
"Q92540",1,497
"Q92541",346,484
"Q92542",1,709
"Q92547",1,290
"Q92547",326,444
"Q92547",548,746
"Q92547",893,996
"Q92547",1264,1493
"Q92552",1,414
"Q92556",532,727
"Q92558",1,559
"Q92564",102,292
"Q92565",240,331
"Q92574",938,993
"Q92575",317,397
"Q92576",923,1029
"Q92583",24,94
"Q92585",13,74
"Q92585",1003,1016
"Q92598",1,380
"Q92600",16,285
"Q92608",1,177
"Q92608",1192,1622
"Q92609",132,158
"Q92615",55,69
"Q92619",137,145
"Q92620",1,1227
"Q92621",1,2012
"Q92625",691,770
"Q92630",146,552
"Q92633",2,232
"Q92633",248,326
"Q92665",1,395
"Q92673",29,753
"Q92673",1651,1745
"Q92673",2202,2214
"Q92688",1,161
"Q92692",32,158
"Q92730",5,200
"Q92731",251,530
"Q92736",1,606
"Q92743",7,7
"Q92743",35,480
"Q92759",1,462
"Q92769",7,376
"Q92772",1,308
"Q92783",4,143
"Q92783",207,267
"Q92783",301,377
"Q92784",254,372
"Q92785",203,249
"Q92785",270,391
"Q92786",575,737
"Q92793",58,80
"Q92793",376,402
"Q92793",587,673
"Q92793",1080,1316
"Q92793",1699,1751
"Q92793",1763,1854
"Q92793",2061,2111
"Q92794",194,323
"Q92794",497,784
"Q92796",126,314
"Q92796",381,475
"Q92797",1,395
"Q92804",231,323
"Q92817",1822,2014
"Q92820",25,318
"Q92823",637,751
"Q92823",839,950
"Q92826",209,284
"Q92830",497,662
"Q92830",726,837
"Q92831",491,658
"Q92831",715,832
"Q92833",106,450
"Q92834",1,392
"Q92835",1,112
"Q92835",397,857
"Q92837",1,279
"Q92838",230,391
"Q92841",111,556
"Q92843",1,183
"Q92844",177,194
"Q92854",22,678
"Q92859",429,831
"Q92859",852,1054
"Q92871",1,262
"Q92876",12,244
"Q92878",585,766
"Q92879",1,187
"Q92879",383,484
"Q92882",1,214
"Q92888",1,766
"Q92889",834,916
"Q92890",11,193
"Q92890",221,241
"Q92900",115,925
"Q92905",1,334
"Q92913",53,245
"Q92918",1,307
"Q92922",447,540
"Q92922",610,675
"Q92932",502,599
"Q92932",715,1010
"Q92934",103,126
"Q92945",130,218
"Q92945",221,418
"Q92945",423,525
"Q92947",45,438
"Q92956",39,200
"Q92959",178,187
"Q92963",19,189
"Q92973",9,898
"Q92974",439,582
"Q92979",14,244
"Q92985",8,125
"Q92990",1,594
"Q92993",1,80
"Q92993",227,506
"Q92995",188,301
"Q92995",652,777
"Q93008",880,970
"Q93008",1551,1970
"Q93009",43,205
"Q93009",207,514
"Q93009",535,1102
"Q93034",10,386
"Q93034",401,780
"Q93038",328,415
"Q93062",14,111
"Q93077",1,130
"Q93088",1,406
"Q93091",24,150
"Q93096",1,173
"Q93099",1,445
"Q95460",23,292
"Q969D9",1,159
"Q969E1",38,77
"Q969E3",120,157
"Q969G2",156,216
"Q969G6",1,148
"Q969H0",263,707
"Q969H4",1,78
"Q969H6",1,163
"Q969H8",32,173
"Q969J5",21,263
"Q969M7",2,185
"Q969Q1",117,169
"Q969Q1",214,271
"Q969R5",82,124
"Q969R5",170,625
"Q969V5",297,352
"Q969V6",336,396
"Q96A08",1,127
"Q96A35",1,216
"Q96A44",28,233
"Q96A49",130,216
"Q96A54",89,375
"Q96A58",1,174
"Q96A72",1,148
"Q96A83",308,328
"Q96AB6",1,310
"Q96AC1",1,105
"Q96AC1",328,358
"Q96AC1",367,500
"Q96AE4",27,52
"Q96AE4",86,175
"Q96AE4",278,447
"Q96AP0",4,164
"Q96AP0",169,251
"Q96AP0",424,458
"Q96AP4",231,578
"Q96AT9",1,228
"Q96AX1",1,596
"Q96AY2",178,570
"Q96AZ1",1,226
"Q96AZ6",1,181
"Q96B02",1,151
"Q96B26",1,276
"Q96B36",1,256
"Q96B67",1,180
"Q96B67",342,354
"Q96B86",46,139
"Q96B97",1,58
"Q96B97",92,168
"Q96B97",262,333
"Q96B97",594,665
"Q96BD5",486,543
"Q96BD6",24,233
"Q96BD8",1,91
"Q96BD8",133,255
"Q96BH1",11,258
"Q96BI3",1,265
"Q96BM0",1,104
"Q96BM9",1,186
"Q96BN8",49,352
"Q96BP2",1,118
"Q96BP3",1,646
"Q96BR1",10,125
"Q96BT7",25,355
"Q96BY6",1694,2151
"Q96BY9",30,164
"Q96BZ9",1,305
"Q96C03",126,454
"Q96C10",537,678
"Q96C19",70,184
"Q96C23",1,342
"Q96C24",43,111
"Q96C24",352,488
"Q96C45",1,288
"Q96C86",1,337
"Q96CA5",63,179
"Q96CA5",239,298
"Q96CB9",26,384
"Q96CD2",1,204
"Q96CF2",216,233
"Q96CG3",1,150
"Q96CG3",170,184
"Q96CM3",89,365
"Q96CS3",3,56
"Q96CS7",1,110
"Q96CV9",26,103
"Q96CV9",169,185
"Q96CV9",416,510
"Q96CV9",548,577
"Q96CW1",141,435
"Q96CW5",1,907
"Q96CW9",1,349
"Q96CX2",200,325
"Q96D31",69,88
"Q96D31",272,292
"Q96D42",21,127
"Q96D96",83,273
"Q96DA0",53,208
"Q96DC8",37,300
"Q96DC9",1,234
"Q96DE0",1,195
"Q96DE5",1,110
"Q96DH6",21,111
"Q96DI7",1,357
"Q96DN0",26,256
"Q96DR4",2,205
"Q96DR7",42,52
"Q96DU3",24,215
"Q96DU7",425,683
"Q96DV4",1,380
"Q96DX5",1,294
"Q96DZ5",285,366
"Q96E11",59,262
"Q96E14",1,147
"Q96E29",148,417
"Q96E93",75,186
"Q96EB6",143,516
"Q96EB6",641,665
"Q96EE3",1,360
"Q96EF0",122,505
"Q96EH3",1,234
"Q96EK4",2,80
"Q96EK4",247,314
"Q96EK6",1,184
"Q96EL1",168,205
"Q96EL2",1,167
"Q96EL3",1,112
"Q96EP0",1,184
"Q96EP0",350,379
"Q96EP0",480,639
"Q96EP0",696,1072
"Q96EP1",14,128
"Q96EP1",394,664
"Q96EP5",1,92
"Q96EP5",110,195
"Q96EQ8",1,232
"Q96ES7",115,293
"Q96EX3",1,536
"Q96EY1",89,159
"Q96EY1",213,303
"Q96EY7",1,689
"Q96EY8",55,250
"Q96F10",2,170
"Q96F24",4,86
"Q96F46",32,320
"Q96F46",376,591
"Q96F86",1,82
"Q96F86",190,508
"Q96FE5",40,517
"Q96FI4",1,390
"Q96FJ0",264,436
"Q96FJ2",1,89
"Q96FQ6",2,103
"Q96FV9",561,657
"Q96FW1",1,271
"Q96FX2",1,81
"Q96FX7",1,289
"Q96FZ2",1,270
"Q96FZ7",11,48
"Q96FZ7",166,181
"Q96G27",135,143
"Q96G74",172,351
"Q96G97",2,398
"Q96GA3",1,475
"Q96GA7",11,328
"Q96GC5",1,212
"Q96GD0",1,296
"Q96GD3",27,238
"Q96GD4",55,344
"Q96GG9",58,259
"Q96GM8",285,321
"Q96GN5",1,32
"Q96GN5",56,91
"Q96GX5",1,194
"Q96GX5",740,879
"Q96GX9",20,242
"Q96H15",22,134
"Q96H20",1,258
"Q96H22",1,289
"Q96HA1",418,427
"Q96HA7",512,692
"Q96HA8",2,205
"Q96HC4",1,85
"Q96HC4",400,476
"Q96HE7",22,468
"Q96HL8",276,342
"Q96HN2",175,607
"Q96HR8",181,276
"Q96HS1",54,289
"Q96HU8",1,199
"Q96I15",8,445
"Q96I25",301,401
"Q96I45",1,108
"Q96I51",32,464
"Q96IU4",1,210
"Q96IV0",11,109
"Q96IY1",1,206
"Q96IY1",256,281
"Q96IY4",23,423
"Q96IZ0",67,81
"Q96IZ5",291,392
"Q96J02",1,155
"Q96J02",246,270
"Q96J02",328,357
"Q96J02",359,392
"Q96J02",433,521
"Q96J02",524,903
"Q96J87",38,132
"Q96J92",557,567
"Q96J92",1015,1020
"Q96J94",2,17
"Q96J94",266,399
"Q96JA1",41,781
"Q96JA3",309,519
"Q96JH8",51,193
"Q96JH8",973,1069
"Q96JJ3",1,520
"Q96JK2",13,25
"Q96JM2",1874,1948
"Q96JM3",325,355
"Q96JM7",228,371
"Q96JM7",469,562
"Q96JN0",343,405
"Q96JN8",43,205
"Q96JP2",1424,1495
"Q96JP5",370,456
"Q96JY0",1,80
"Q96JY6",1,87
"Q96JZ2",24,129
"Q96K30",133,148
"Q96KB5",19,320
"Q96KC2",1,179
"Q96KC8",327,385
"Q96KC8",484,543
"Q96KE9",76,183
"Q96KM6",493,577
"Q96KN2",27,507
"Q96KN7",1091,1286
"Q96KP4",1,475
"Q96KQ4",932,954
"Q96KQ7",179,190
"Q96KQ7",419,552
"Q96KQ7",913,1193
"Q96KS0",167,403
"Q96L21",1,214
"Q96L34",44,370
"Q96L73",1852,2082
"Q96L92",40,135
"Q96L92",156,265
"Q96L93",1179,1312
"Q96L94",2,120
"Q96LA8",1,375
"Q96LB8",209,373
"Q96LB9",177,341
"Q96LD8",1,212
"Q96LI5",158,555
"Q96LJ7",3,262
"Q96LL9",39,124
"Q96LR5",55,201
"Q96LT9",380,517
"Q96LW4",1,353
"Q96LW4",480,560
"Q96LW7",3,101
"Q96M98",1,296
"Q96ME7",142,224
"Q96MF2",80,140
"Q96MF2",309,364
"Q96MF7",167,247
"Q96MG7",78,294
"Q96MK3",63,529
"Q96MN2",1,110
"Q96MT8",664,703
"Q96MU7",337,509
"Q96MU8",29,324
"Q96MU8",326,373
"Q96MX6",1,357
"Q96N21",1,153
"Q96N28",1,172
"Q96N67",1832,2114
"Q96NA2",244,308
"Q96NC0",1,199
"Q96NI6",18,379
"Q96NN9",2,9
"Q96NW4",450,640
"Q96NW4",659,921
"Q96NX5",176,316
"Q96NY8",32,243
"Q96NY9",126,230
"Q96NY9",246,551
"Q96NZ8",357,411
"Q96P09",1,95
"Q96P11",127,429
"Q96P16",1,137
"Q96P20",3,1036
"Q96P47",90,255
"Q96P48",76,91
"Q96P70",1,1041
"Q96PB8",252,259
"Q96PC3",1,154
"Q96PD4",31,163
"Q96PE7",45,176
"Q96PH1",19,765
"Q96PK6",77,153
"Q96PM5",1,261
"Q96PN6",1,469
"Q96PQ0",760,869
"Q96PS8",1,301
"Q96PU4",1,76
"Q96PU4",109,395
"Q96PU4",419,648
"Q96PU4",672,802
"Q96PU5",1,154
"Q96PU5",385,420
"Q96PU5",496,539
"Q96PU5",594,975
"Q96PU8",7,214
"Q96PX8",20,264
"Q96PX8",341,580
"Q96PY5",1,379
"Q96PY6",1,328
"Q96PZ0",99,661
"Q96PZ7",521,580
"Q96Q11",27,434
"Q96Q15",311,3661
"Q96Q83",62,286
"Q96QB1",449,515
"Q96QB1",811,824
"Q96QB1",904,926
"Q96QB1",1074,1283
"Q96QE5",36,360
"Q96QF0",159,261
"Q96QF0",286,476
"Q96QK1",14,781
"Q96QP1",1,446
"Q96QT6",200,241
"Q96QU1",143,616
"Q96QU1",816,1144
"Q96QV1",193,672
"Q96QV6",2,131
"Q96QZ7",295,338
"Q96QZ7",355,401
"Q96QZ7",454,580
"Q96QZ7",640,721
"Q96QZ7",839,922
"Q96QZ7",1149,1233
"Q96QZ7",1382,1390
"Q96R05",2,134
"Q96RE7",2,125
"Q96RG2",131,237
"Q96RG2",977,1300
"Q96RI0",39,53
"Q96RI1",249,486
"Q96RJ3",1,63
"Q96RK0",21,48
"Q96RK0",199,276
"Q96RL1",37,49
"Q96RL1",74,131
"Q96RN5",5,78
"Q96RP3",72,109
"Q96RQ3",640,725
"Q96RR4",97,104
"Q96RR4",149,465
"Q96RR4",508,515
"Q96RS0",618,853
"Q96RT1",1314,1412
"Q96RT7",1,1819
"Q96RT8",1,1024
"Q96RU2",1,132
"Q96RU2",148,707
"Q96RU3",1,300
"Q96RU8",83,371
"Q96S42",257,313
"Q96S55",9,46
"Q96S59",108,350
"Q96S82",336,380
"Q96S90",32,95
"Q96SB4",40,655
"Q96SD1",485,495
"Q96SE7",284,428
"Q96SE7",452,624
