"Uniprot_ID","Start_Coverage_IDR","End_Coverage_IDR","Sequence_Length","N_Terminal_Status","C_Terminal_Status","Non_Tail_Status","FD_IDR_terminal_dist","Start_Coverage_FD","End_Coverage_FD","IDR_Length","FD_Length"
"A9YTQ3",87,109,701,0,0,1,NA,NA,NA,22,NA
"A9YTQ3",358,524,701,0,0,1,NA,NA,NA,166,NA
"A9YTQ3",563,611,701,0,0,1,NA,NA,NA,48,NA
"A9YTQ3",659,679,701,0,0,1,NA,NA,NA,20,NA
"P20023",763,787,1033,0,0,1,NA,NA,NA,24,NA
"O00257",65,258,560,0,0,1,NA,NA,NA,193,NA
"O00257",275,459,560,0,0,1,NA,NA,NA,184,NA
"O00257",481,529,560,0,0,1,NA,NA,NA,48,NA
"Q9NZN5",1,65,1544,1,0,0,2,67,151,64,84
"Q9NZN5",145,197,1544,0,0,1,NA,NA,NA,52,NA
"Q9NZN5",246,361,1544,0,0,1,NA,NA,NA,115,NA
"Q9NZN5",561,767,1544,0,0,1,NA,NA,NA,206,NA
"Q9NZN5",1133,1203,1544,0,0,1,NA,NA,NA,70,NA
"Q9NZN5",1283,1406,1544,0,0,1,NA,NA,NA,123,NA
"Q9NZN5",1421,1469,1544,0,0,1,NA,NA,NA,48,NA
"O95429",1,378,457,1,0,0,-20,358,457,377,99
"P30038",517,536,563,0,0,1,NA,NA,NA,19,NA
"Q9HC52",64,276,389,0,0,1,NA,NA,NA,212,NA
"Q9HC52",296,328,389,0,0,1,NA,NA,NA,32,NA
"Q13895",1,126,437,1,0,0,-125,1,437,125,436
"Q8N884",1,148,522,1,0,0,-1,147,522,147,375
"Q99708",128,158,897,0,0,1,NA,NA,NA,30,NA
"Q99708",184,248,897,0,0,1,NA,NA,NA,64,NA
"Q99708",264,330,897,0,0,1,NA,NA,NA,66,NA
"Q99708",410,517,897,0,0,1,NA,NA,NA,107,NA
"Q99708",531,553,897,0,0,1,NA,NA,NA,22,NA
"Q99708",703,729,897,0,0,1,NA,NA,NA,26,NA
"Q99708",741,770,897,0,0,1,NA,NA,NA,29,NA
"Q99708",869,897,897,0,1,0,184,641,685,28,44
"Q9NSY1",1,39,1161,1,0,0,-1,38,345,38,307
"Q9NSY1",330,536,1161,0,0,1,NA,NA,NA,206,NA
"Q9NSY1",548,568,1161,0,0,1,NA,NA,NA,20,NA
"Q9NSY1",590,833,1161,0,0,1,NA,NA,NA,243,NA
"Q9NSY1",868,887,1161,0,0,1,NA,NA,NA,19,NA
"Q9NSY1",962,1110,1161,0,0,1,NA,NA,NA,148,NA
"Q9NSY1",1134,1161,1161,0,1,0,789,38,345,27,307
"Q9H7C9",35,55,122,0,0,1,NA,NA,NA,20,NA
"P36894",28,48,532,0,0,1,NA,NA,NA,20,NA
"Q07021",136,167,282,0,0,1,NA,NA,NA,31,NA
"Q16832",446,480,855,0,0,1,NA,NA,NA,34,NA
"Q16832",492,520,855,0,0,1,NA,NA,NA,28,NA
"Q9BYF1",766,805,805,0,1,0,-39,1,805,39,804
"O75923",128,218,2080,0,0,1,NA,NA,NA,90,NA
"O75923",344,366,2080,0,0,1,NA,NA,NA,22,NA
"O75923",1295,1314,2080,0,0,1,NA,NA,NA,19,NA
"O75923",1992,2024,2080,0,0,1,NA,NA,NA,32,NA
"Q9Y5C1",200,227,460,0,0,1,NA,NA,NA,27,NA
"Q9Y5C1",414,439,460,0,0,1,NA,NA,NA,25,NA
"Q9NZN9",309,384,384,0,1,0,-7,171,316,75,145
"Q9BXF3",167,242,1484,0,0,1,NA,NA,NA,75,NA
"Q9BXF3",288,336,1484,0,0,1,NA,NA,NA,48,NA
"Q9BXF3",534,777,1484,0,0,1,NA,NA,NA,243,NA
"Q9BXF3",795,1058,1484,0,0,1,NA,NA,NA,263,NA
"Q9BXF3",1074,1410,1484,0,0,1,NA,NA,NA,336,NA
"Q9BXF3",1434,1484,1484,0,1,0,896,424,538,50,114
"Q07812",1,20,192,1,0,0,-19,1,192,19,191
"P31749",111,140,480,0,0,1,NA,NA,NA,29,NA
"P31749",449,480,480,0,1,0,-31,1,480,31,479
"P17927",2007,2039,2039,0,1,0,35,41,1972,32,1931
"Q12955",1,47,4377,1,0,0,4041,4088,4199,46,111
"Q12955",846,896,4377,0,0,1,NA,NA,NA,50,NA
"Q12955",1214,1236,4377,0,0,1,NA,NA,NA,22,NA
"Q12955",1439,1458,4377,0,0,1,NA,NA,NA,19,NA
"Q12955",1517,1544,4377,0,0,1,NA,NA,NA,27,NA
"Q12955",1615,1647,4377,0,0,1,NA,NA,NA,32,NA
"Q12955",1919,1945,4377,0,0,1,NA,NA,NA,26,NA
"Q12955",1964,2024,4377,0,0,1,NA,NA,NA,60,NA
"Q12955",2055,2093,4377,0,0,1,NA,NA,NA,38,NA
"Q12955",2106,2435,4377,0,0,1,NA,NA,NA,329,NA
"Q12955",2472,2512,4377,0,0,1,NA,NA,NA,40,NA
"Q12955",2575,2831,4377,0,0,1,NA,NA,NA,256,NA
"Q12955",2857,2898,4377,0,0,1,NA,NA,NA,41,NA
"Q12955",2939,2961,4377,0,0,1,NA,NA,NA,22,NA
"Q12955",2990,3012,4377,0,0,1,NA,NA,NA,22,NA
"Q12955",3033,3071,4377,0,0,1,NA,NA,NA,38,NA
"Q12955",3128,3517,4377,0,0,1,NA,NA,NA,389,NA
"Q12955",3533,3615,4377,0,0,1,NA,NA,NA,82,NA
"Q12955",3628,3745,4377,0,0,1,NA,NA,NA,117,NA
"Q12955",3760,3798,4377,0,0,1,NA,NA,NA,38,NA
"Q12955",3812,3906,4377,0,0,1,NA,NA,NA,94,NA
"Q12955",3929,3981,4377,0,0,1,NA,NA,NA,52,NA
"Q12955",3999,4091,4377,0,0,1,NA,NA,NA,92,NA
"Q12955",4248,4377,4377,0,1,0,49,4088,4199,129,111
"Q01518",18,38,475,0,0,1,NA,NA,NA,20,NA
"Q01518",206,254,475,0,0,1,NA,NA,NA,48,NA
"Q01518",269,320,475,0,0,1,NA,NA,NA,51,NA
"P50750",342,372,372,0,1,0,-30,1,372,30,371
"Q9HAR2",412,492,1447,0,0,1,NA,NA,NA,80,NA
"Q9HAR2",1119,1150,1447,0,0,1,NA,NA,NA,31,NA
"Q9HAR2",1307,1389,1447,0,0,1,NA,NA,NA,82,NA
"Q9HAR2",1416,1447,1447,0,1,0,1024,132,392,31,260
"O75175",150,169,753,0,0,1,NA,NA,NA,19,NA
"O75175",211,537,753,0,0,1,NA,NA,NA,326,NA
"O75175",551,585,753,0,0,1,NA,NA,NA,34,NA
"O75175",623,656,753,0,0,1,NA,NA,NA,33,NA
"Q02246",643,662,1040,0,0,1,NA,NA,NA,19,NA
"Q02246",691,724,1040,0,0,1,NA,NA,NA,33,NA
"Q02246",890,921,1040,0,0,1,NA,NA,NA,31,NA
"Q9NZU7",1,205,370,1,0,0,14,219,370,204,151
"O14646",1,270,1710,1,0,0,-2,268,443,269,175
"O14646",1026,1061,1710,0,0,1,NA,NA,NA,35,NA
"O14646",1079,1123,1710,0,0,1,NA,NA,NA,44,NA
"O14646",1319,1414,1710,0,0,1,NA,NA,NA,95,NA
"O14646",1499,1710,1710,0,1,0,-12,1409,1511,211,102
"P20749",1,50,454,1,0,0,77,127,367,49,240
"P20749",357,454,454,0,1,0,-10,127,367,97,240
"P42568",130,499,568,0,0,1,NA,NA,NA,369,NA
"Q03692",53,545,680,0,0,1,NA,NA,NA,492,NA
"P55008",127,147,147,0,1,0,-20,2,147,20,145
"O00555",1,50,2506,1,0,0,1904,1954,1974,49,20
"O00555",759,781,2506,0,0,1,NA,NA,NA,22,NA
"O00555",808,1222,2506,0,0,1,NA,NA,NA,414,NA
"O00555",1972,2506,2506,0,1,0,-2,1954,1974,534,20
"P12830",740,859,882,0,0,1,NA,NA,NA,119,NA
"Q9UQB8",269,372,552,0,0,1,NA,NA,NA,103,NA
"Q9UQB8",440,482,552,0,0,1,NA,NA,NA,42,NA
"Q9UQB8",517,552,552,0,1,0,81,375,436,35,61
"P54132",1,31,1417,1,0,0,266,297,309,30,12
"P54132",68,109,1417,0,0,1,NA,NA,NA,41,NA
"P54132",139,232,1417,0,0,1,NA,NA,NA,93,NA
"P54132",247,360,1417,0,0,1,NA,NA,NA,113,NA
"P54132",431,464,1417,0,0,1,NA,NA,NA,33,NA
"P54132",531,556,1417,0,0,1,NA,NA,NA,25,NA
"P54132",1287,1417,1417,0,1,0,-11,636,1298,130,662
"P41182",221,372,706,0,0,1,NA,NA,NA,151,NA
"P41182",387,512,706,0,0,1,NA,NA,NA,125,NA
"Q6DD88",1,23,541,1,0,0,-2,21,442,22,421
"Q6DD88",518,541,541,0,1,0,76,21,442,23,421
"P25098",661,689,689,0,1,0,-28,1,689,28,688
"P34972",326,360,360,0,1,0,1,235,325,34,90
"P78540",324,354,354,0,1,0,-5,24,329,30,305
"Q9H9G7",823,847,860,0,0,1,NA,NA,NA,24,NA
"Q8WZ19",1,36,329,1,0,0,-9,27,144,35,117
"Q8WZ19",277,329,329,0,1,0,133,27,144,52,117
"Q14865",247,279,1188,0,0,1,NA,NA,NA,32,NA
"Q14865",406,617,1188,0,0,1,NA,NA,NA,211,NA
"Q14865",660,679,1188,0,0,1,NA,NA,NA,19,NA
"Q14865",733,791,1188,0,0,1,NA,NA,NA,58,NA
"Q14865",843,987,1188,0,0,1,NA,NA,NA,144,NA
"Q14865",1026,1097,1188,0,0,1,NA,NA,NA,71,NA
"P20020",290,360,1220,0,0,1,NA,NA,NA,70,NA
"P20020",1131,1220,1220,0,1,0,-89,1,1220,89,1219
"P19087",1,30,354,1,0,0,301,331,354,29,23
"Q08043",1,27,901,1,0,0,-1,26,273,26,247
"P07492",49,148,148,0,1,0,-1,41,50,99,9
"P01160",51,108,151,0,0,1,NA,NA,NA,57,NA
"P01160",128,153,151,0,0,1,NA,NA,NA,25,NA
"P07199",139,189,599,0,0,1,NA,NA,NA,50,NA
"P07199",236,260,599,0,0,1,NA,NA,NA,24,NA
"P07199",383,546,599,0,0,1,NA,NA,NA,163,NA
"P46108",60,89,304,0,0,1,NA,NA,NA,29,NA
"P46108",198,234,304,0,0,1,NA,NA,NA,36,NA
"P53674",1,57,252,1,0,0,-14,43,252,56,209
"P16070",156,191,742,0,0,1,NA,NA,NA,35,NA
"P16070",203,236,742,0,0,1,NA,NA,NA,33,NA
"P16070",259,643,742,0,0,1,NA,NA,NA,384,NA
"P16070",685,708,742,0,0,1,NA,NA,NA,23,NA
"Q9H9E3",1,24,785,1,0,0,501,525,785,23,260
"Q8WTX7",149,178,329,0,0,1,NA,NA,NA,29,NA
"P07360",17,36,202,0,0,1,NA,NA,NA,19,NA
"Q15052",109,157,776,0,0,1,NA,NA,NA,48,NA
"Q15052",551,585,776,0,0,1,NA,NA,NA,34,NA
"Q15052",619,644,776,0,0,1,NA,NA,NA,25,NA
"Q14050",22,684,684,0,1,0,-531,517,553,662,36
"O95433",169,200,338,0,0,1,NA,NA,NA,31,NA
"O15085",1,41,1522,1,0,0,-1,40,126,40,86
"O15085",126,299,1522,0,0,1,NA,NA,NA,173,NA
"O15085",489,719,1522,0,0,1,NA,NA,NA,230,NA
"O15085",1074,1188,1522,0,0,1,NA,NA,NA,114,NA
"O15085",1220,1522,1522,0,1,0,135,672,1085,302,413
"Q8WYA1",1,70,636,1,0,0,290,360,477,69,117
"Q8WYA1",91,123,636,0,0,1,NA,NA,NA,32,NA
"Q8WYA1",477,503,636,0,0,1,NA,NA,NA,26,NA
"Q8WYA1",555,586,636,0,0,1,NA,NA,NA,31,NA
"Q9NP61",167,203,516,0,0,1,NA,NA,NA,36,NA
"Q9NP61",320,422,516,0,0,1,NA,NA,NA,102,NA
"Q9NP61",451,479,516,0,0,1,NA,NA,NA,28,NA
"Q6ZW76",226,428,656,0,0,1,NA,NA,NA,202,NA
"O95503",101,216,412,0,0,1,NA,NA,NA,115,NA
"O95503",236,371,412,0,0,1,NA,NA,NA,135,NA
"O95503",393,412,412,0,1,0,328,8,65,19,57
"Q5T8D3",177,228,534,0,0,1,NA,NA,NA,51,NA
"Q5T8D3",253,274,534,0,0,1,NA,NA,NA,21,NA
"Q5T8D3",315,444,534,0,0,1,NA,NA,NA,129,NA
"Q5T8D3",478,498,534,0,0,1,NA,NA,NA,20,NA
"P05067",191,285,770,0,0,1,NA,NA,NA,94,NA
"P05067",352,429,770,0,0,1,NA,NA,NA,77,NA
"P05067",624,664,770,0,0,1,NA,NA,NA,40,NA
"Q9Y3L3",1,24,701,1,0,0,592,616,625,23,9
"Q9Y3L3",160,199,701,0,0,1,NA,NA,NA,39,NA
"Q9Y3L3",491,701,701,0,1,0,-134,616,625,210,9
"Q14839",1,157,1912,1,0,0,-12,145,225,156,80
"Q14839",241,367,1912,0,0,1,NA,NA,NA,126,NA
"Q14839",422,442,1912,0,0,1,NA,NA,NA,20,NA
"Q14839",509,540,1912,0,0,1,NA,NA,NA,31,NA
"Q14839",577,605,1912,0,0,1,NA,NA,NA,28,NA
"Q14839",678,712,1912,0,0,1,NA,NA,NA,34,NA
"Q14839",1229,1248,1912,0,0,1,NA,NA,NA,19,NA
"Q14839",1289,1404,1912,0,0,1,NA,NA,NA,115,NA
"Q14839",1513,1689,1912,0,0,1,NA,NA,NA,176,NA
"Q2M2I8",1,35,961,1,0,0,-8,27,365,34,338
"Q2M2I8",321,771,961,0,0,1,NA,NA,NA,450,NA
"Q2M2I8",834,867,961,0,0,1,NA,NA,NA,33,NA
"Q2M2I8",898,950,961,0,0,1,NA,NA,NA,52,NA
"Q04844",352,373,493,0,0,1,NA,NA,NA,21,NA
"P56545",410,445,445,0,1,0,46,31,364,35,333
"O00154",340,380,380,0,1,0,-38,209,378,40,169
"O00499",1,22,593,1,0,0,-21,1,272,21,271
"O00499",263,493,593,0,0,1,NA,NA,NA,230,NA
"P15144",36,69,967,0,0,1,NA,NA,NA,33,NA
"Q14CW9",106,193,347,0,0,1,NA,NA,NA,87,NA
"Q14CW9",271,347,347,0,1,0,-5,197,276,76,79
"P17844",1,41,614,1,0,0,11,52,307,40,255
"P17844",475,512,614,0,0,1,NA,NA,NA,37,NA
"P17844",558,586,614,0,0,1,NA,NA,NA,28,NA
"O75173",164,209,837,0,0,1,NA,NA,NA,45,NA
"Q9UNA0",23,71,930,0,0,1,NA,NA,NA,48,NA
"Q9UNA0",199,258,930,0,0,1,NA,NA,NA,59,NA
"Q9UNA0",855,880,930,0,0,1,NA,NA,NA,25,NA
"P02730",1,52,911,1,0,0,-51,1,911,51,910
"P02730",178,220,911,0,0,1,NA,NA,NA,42,NA
"P02730",346,376,911,0,0,1,NA,NA,NA,30,NA
"Q9NPZ5",28,81,323,0,0,1,NA,NA,NA,53,NA
"Q9NPZ5",137,161,323,0,0,1,NA,NA,NA,24,NA
"Q3T906",821,869,1256,0,0,1,NA,NA,NA,48,NA
"Q96PY5",1,26,1086,1,0,0,-25,1,379,25,378
"Q96PY5",173,203,1086,0,0,1,NA,NA,NA,30,NA
"Q96PY5",499,609,1086,0,0,1,NA,NA,NA,110,NA
"Q96PY5",989,1043,1086,0,0,1,NA,NA,NA,54,NA
"Q06828",58,79,376,0,0,1,NA,NA,NA,21,NA
"Q12959",67,127,904,0,0,1,NA,NA,NA,60,NA
"Q12959",190,214,904,0,0,1,NA,NA,NA,24,NA
"Q12959",413,449,904,0,0,1,NA,NA,NA,36,NA
"Q12959",656,696,904,0,0,1,NA,NA,NA,40,NA
"P06729",235,351,351,0,1,0,29,25,206,116,181
"O95400",1,91,341,1,0,0,171,262,341,90,79
"O95400",130,153,341,0,0,1,NA,NA,NA,23,NA
"O95400",175,206,341,0,0,1,NA,NA,NA,31,NA
"O95400",233,275,341,0,0,1,NA,NA,NA,42,NA
"P02511",138,175,175,0,1,0,-37,1,175,37,174
"Q9ULU8",1,114,1353,1,0,0,408,522,634,113,112
"Q9ULU8",431,450,1353,0,0,1,NA,NA,NA,19,NA
"Q9ULU8",624,643,1353,0,0,1,NA,NA,NA,19,NA
"Q9ULU8",1326,1353,1353,0,1,0,692,522,634,27,112
"P42081",271,329,329,0,1,0,137,26,134,58,108
"Q9Y2V2",1,56,147,1,0,0,-55,1,147,55,146
"O00189",159,184,453,0,0,1,NA,NA,NA,25,NA
"O00189",375,399,453,0,0,1,NA,NA,NA,24,NA
"P20963",75,164,164,0,1,0,-89,1,164,89,163
"Q01484",1,38,3957,1,0,0,-10,28,873,37,845
"Q01484",838,876,3957,0,0,1,NA,NA,NA,38,NA
"Q01484",1454,1488,3957,0,0,1,NA,NA,NA,34,NA
"Q01484",1658,2961,3957,0,0,1,NA,NA,NA,1303,NA
"Q01484",2975,3024,3957,0,0,1,NA,NA,NA,49,NA
"Q01484",3066,3106,3957,0,0,1,NA,NA,NA,40,NA
"Q01484",3135,3466,3957,0,0,1,NA,NA,NA,331,NA
"Q01484",3490,3568,3957,0,0,1,NA,NA,NA,78,NA
"Q01484",3690,3895,3957,0,0,1,NA,NA,NA,205,NA
"Q01484",3907,3934,3957,0,0,1,NA,NA,NA,27,NA
"P26992",301,350,372,0,0,1,NA,NA,NA,49,NA
"Q9UL18",820,857,857,0,1,0,-37,1,857,37,856
"P18075",291,326,431,0,0,1,NA,NA,NA,35,NA
"P10645",82,443,457,0,0,1,NA,NA,NA,361,NA
"P02452",77,1217,1464,0,0,1,NA,NA,NA,1140,NA
"Q14011",68,172,172,0,1,0,-23,1,91,104,90
"Q9H9F9",391,424,607,0,0,1,NA,NA,NA,33,NA
"Q9H9F9",580,607,607,0,1,0,-27,1,607,27,606
"Q9NYB9",166,449,513,0,0,1,NA,NA,NA,283,NA
"P31947",65,84,248,0,0,1,NA,NA,NA,19,NA
"Q9UQB9",1,34,309,1,0,0,2,36,305,33,269
"Q8TAX9",230,253,411,0,0,1,NA,NA,NA,23,NA
"O00167",118,268,538,0,0,1,NA,NA,NA,150,NA
"Q9H706",420,447,876,0,0,1,NA,NA,NA,27,NA
"Q9H706",459,665,876,0,0,1,NA,NA,NA,206,NA
"Q9H706",713,765,876,0,0,1,NA,NA,NA,52,NA
"Q9UKB3",113,188,198,0,0,1,NA,NA,NA,75,NA
"Q9BVM4",128,153,153,0,1,0,-25,1,153,25,152
"P30260",188,207,824,0,0,1,NA,NA,NA,19,NA
"P30260",256,425,824,0,0,1,NA,NA,NA,169,NA
"P30260",779,824,824,0,1,0,-45,1,824,45,823
"P15169",422,458,458,0,1,0,-36,21,458,36,437
"P16220",1,32,341,1,0,0,84,116,149,31,33
"P16220",102,171,341,0,0,1,NA,NA,NA,69,NA
"A6H8Y1",1,145,2624,1,0,0,96,241,396,144,155
"A6H8Y1",160,246,2624,0,0,1,NA,NA,NA,86,NA
"A6H8Y1",378,500,2624,0,0,1,NA,NA,NA,122,NA
"A6H8Y1",540,567,2624,0,0,1,NA,NA,NA,27,NA
"A6H8Y1",589,782,2624,0,0,1,NA,NA,NA,193,NA
"A6H8Y1",795,827,2624,0,0,1,NA,NA,NA,32,NA
"A6H8Y1",850,883,2624,0,0,1,NA,NA,NA,33,NA
"A6H8Y1",903,1229,2624,0,0,1,NA,NA,NA,326,NA
"A6H8Y1",1242,1597,2624,0,0,1,NA,NA,NA,355,NA
"A6H8Y1",1659,1726,2624,0,0,1,NA,NA,NA,67,NA
"A6H8Y1",1764,1897,2624,0,0,1,NA,NA,NA,133,NA
"A6H8Y1",1948,1983,2624,0,0,1,NA,NA,NA,35,NA
"A6H8Y1",2096,2115,2624,0,0,1,NA,NA,NA,19,NA
"A6H8Y1",2128,2260,2624,0,0,1,NA,NA,NA,132,NA
"A6H8Y1",2344,2363,2624,0,0,1,NA,NA,NA,19,NA
"A6H8Y1",2405,2607,2624,0,0,1,NA,NA,NA,202,NA
"Q9H2X3",1,21,399,1,0,0,80,101,399,20,298
"Q9NNX6",382,404,404,0,1,0,-22,249,404,22,155
"Q8IVF2",1,93,5795,1,0,0,15,108,203,92,95
"Q8IVF2",190,702,5795,0,0,1,NA,NA,NA,512,NA
"Q8IVF2",718,803,5795,0,0,1,NA,NA,NA,85,NA
"Q8IVF2",838,860,5795,0,0,1,NA,NA,NA,22,NA
"Q8IVF2",894,962,5795,0,0,1,NA,NA,NA,68,NA
"Q8IVF2",1100,1119,5795,0,0,1,NA,NA,NA,19,NA
"Q8IVF2",1168,1219,5795,0,0,1,NA,NA,NA,51,NA
"Q8IVF2",1254,1279,5795,0,0,1,NA,NA,NA,25,NA
"Q8IVF2",1360,1381,5795,0,0,1,NA,NA,NA,21,NA
"Q8IVF2",1554,1622,5795,0,0,1,NA,NA,NA,68,NA
"Q8IVF2",1663,1774,5795,0,0,1,NA,NA,NA,111,NA
"Q8IVF2",1892,1939,5795,0,0,1,NA,NA,NA,47,NA
"Q8IVF2",1994,2120,5795,0,0,1,NA,NA,NA,126,NA
"Q8IVF2",2143,2196,5795,0,0,1,NA,NA,NA,53,NA
"Q8IVF2",2411,2455,5795,0,0,1,NA,NA,NA,44,NA
"Q8IVF2",2514,2615,5795,0,0,1,NA,NA,NA,101,NA
"Q8IVF2",2746,2771,5795,0,0,1,NA,NA,NA,25,NA
"Q8IVF2",2908,2929,5795,0,0,1,NA,NA,NA,21,NA
"Q8IVF2",3044,3118,5795,0,0,1,NA,NA,NA,74,NA
"Q8IVF2",3220,3284,5795,0,0,1,NA,NA,NA,64,NA
"Q8IVF2",3313,3339,5795,0,0,1,NA,NA,NA,26,NA
"Q8IVF2",3545,3589,5795,0,0,1,NA,NA,NA,44,NA
"Q8IVF2",3672,3744,5795,0,0,1,NA,NA,NA,72,NA
"Q8IVF2",3900,3919,5795,0,0,1,NA,NA,NA,19,NA
"Q8IVF2",3973,3992,5795,0,0,1,NA,NA,NA,19,NA
"Q8IVF2",4031,4086,5795,0,0,1,NA,NA,NA,55,NA
"Q8IVF2",4138,4215,5795,0,0,1,NA,NA,NA,77,NA
"Q8IVF2",4231,4250,5795,0,0,1,NA,NA,NA,19,NA
"Q8IVF2",4342,4383,5795,0,0,1,NA,NA,NA,41,NA
"Q8IVF2",4404,4428,5795,0,0,1,NA,NA,NA,24,NA
"Q8IVF2",4556,4579,5795,0,0,1,NA,NA,NA,23,NA
"Q8IVF2",4811,4853,5795,0,0,1,NA,NA,NA,42,NA
"Q8IVF2",4889,5188,5795,0,0,1,NA,NA,NA,299,NA
"Q8IVF2",5203,5228,5795,0,0,1,NA,NA,NA,25,NA
"Q8IVF2",5285,5363,5795,0,0,1,NA,NA,NA,78,NA
"Q8IVF2",5533,5795,5795,0,1,0,5330,108,203,262,95
"P08572",53,1483,1712,0,0,1,NA,NA,NA,1430,NA
"Q13489",110,150,604,0,0,1,NA,NA,NA,40,NA
"Q13489",347,371,604,0,0,1,NA,NA,NA,24,NA
"Q9UKV8",1,35,859,1,0,0,-34,1,859,34,858
"Q9UKV8",822,859,859,0,1,0,-37,1,859,37,858
"Q99856",1,224,593,1,0,0,-8,216,351,223,135
"Q99856",493,519,593,0,0,1,NA,NA,NA,26,NA
"Q99856",534,593,593,0,1,0,183,216,351,59,135
"Q13363",1,21,440,1,0,0,7,28,379,20,351
"Q13363",406,440,440,0,1,0,27,28,379,34,351
"Q9HCK5",1,25,861,1,0,0,-24,1,861,24,860
"Q9HCK5",824,861,861,0,1,0,-37,1,861,37,860
"Q99728",1,33,777,1,0,0,-7,26,140,32,114
"Q99728",161,216,777,0,0,1,NA,NA,NA,55,NA
"Q99728",313,406,777,0,0,1,NA,NA,NA,93,NA
"Q99728",546,567,777,0,0,1,NA,NA,NA,21,NA
"Q13698",1,26,1873,1,0,0,721,747,760,25,13
"Q13698",669,760,1873,0,0,1,NA,NA,NA,91,NA
"Q13698",1641,1712,1873,0,0,1,NA,NA,NA,71,NA
"Q13698",1729,1780,1873,0,0,1,NA,NA,NA,51,NA
"Q13698",1854,1873,1873,0,1,0,312,1522,1542,19,20
"P08123",24,1132,1366,0,0,1,NA,NA,NA,1108,NA
"Q99967",1,212,270,1,0,0,4,216,269,211,53
"O43747",584,655,822,0,0,1,NA,NA,NA,71,NA
"Q05923",144,169,314,0,0,1,NA,NA,NA,25,NA
"Q9NR48",1,147,2969,1,0,0,1879,2026,2293,146,267
"Q9NR48",441,463,2969,0,0,1,NA,NA,NA,22,NA
"Q9NR48",497,585,2969,0,0,1,NA,NA,NA,88,NA
"Q9NR48",596,615,2969,0,0,1,NA,NA,NA,19,NA
"Q9NR48",703,724,2969,0,0,1,NA,NA,NA,21,NA
"Q9NR48",822,978,2969,0,0,1,NA,NA,NA,156,NA
"Q9NR48",1088,1285,2969,0,0,1,NA,NA,NA,197,NA
"Q9NR48",1480,1770,2969,0,0,1,NA,NA,NA,290,NA
"Q9NR48",1834,1854,2969,0,0,1,NA,NA,NA,20,NA
"Q9NR48",1903,1995,2969,0,0,1,NA,NA,NA,92,NA
"Q9NR48",2285,2355,2969,0,0,1,NA,NA,NA,70,NA
"Q9NR48",2557,2581,2969,0,0,1,NA,NA,NA,24,NA
"Q9NR48",2814,2924,2969,0,0,1,NA,NA,NA,110,NA
"Q8NC06",146,175,268,0,0,1,NA,NA,NA,29,NA
"Q8NC06",190,224,268,0,0,1,NA,NA,NA,34,NA
"P54646",352,379,552,0,0,1,NA,NA,NA,27,NA
"P54646",477,535,552,0,0,1,NA,NA,NA,58,NA
"O95477",1136,1174,2261,0,0,1,NA,NA,NA,38,NA
"O95477",1256,1316,2261,0,0,1,NA,NA,NA,60,NA
"O95477",1418,1437,2261,0,0,1,NA,NA,NA,19,NA
"Q13409",1,215,638,1,0,0,-214,1,638,214,637
"Q96KC8",1,22,554,1,0,0,305,327,385,21,58
"Q96KC8",316,337,554,0,0,1,NA,NA,NA,21,NA
"Q96KC8",365,503,554,0,0,1,NA,NA,NA,138,NA
"Q14126",698,718,1118,0,0,1,NA,NA,NA,20,NA
"Q14126",735,755,1118,0,0,1,NA,NA,NA,20,NA
"Q14126",851,931,1118,0,0,1,NA,NA,NA,80,NA
"Q14126",1063,1118,1118,0,1,0,461,47,602,55,555
"Q86SR1",33,103,603,0,0,1,NA,NA,NA,70,NA
"Q13227",1,67,327,1,0,0,-14,53,90,66,37
"Q13227",93,149,327,0,0,1,NA,NA,NA,56,NA
"Q13227",174,327,327,0,1,0,84,53,90,153,37
"Q13002",404,425,908,0,0,1,NA,NA,NA,21,NA
"Q9Y3R0",17,38,1128,0,0,1,NA,NA,NA,21,NA
"Q9Y3R0",65,86,1128,0,0,1,NA,NA,NA,21,NA
"Q9Y3R0",386,407,1128,0,0,1,NA,NA,NA,21,NA
"Q9Y3R0",752,807,1128,0,0,1,NA,NA,NA,55,NA
"Q9Y3R0",839,865,1128,0,0,1,NA,NA,NA,26,NA
"Q9Y3R0",931,982,1128,0,0,1,NA,NA,NA,51,NA
"Q9Y3R0",1090,1128,1128,0,1,0,851,148,239,38,91
"P32238",244,307,428,0,0,1,NA,NA,NA,63,NA
"P32238",389,428,428,0,1,0,32,329,357,39,28
"Q96B36",31,51,256,0,0,1,NA,NA,NA,20,NA
"Q96B36",65,256,256,0,1,0,-191,1,256,191,255
"P15812",331,354,388,0,0,1,NA,NA,NA,23,NA
"O60583",294,433,730,0,0,1,NA,NA,NA,139,NA
"O60583",459,676,730,0,0,1,NA,NA,NA,217,NA
"O60583",688,711,730,0,0,1,NA,NA,NA,23,NA
"Q9BPX3",901,1015,1015,0,1,0,1,1,900,114,899
"Q96BT7",348,369,664,0,0,1,NA,NA,NA,21,NA
"Q96BT7",510,577,664,0,0,1,NA,NA,NA,67,NA
"Q96BT7",598,620,664,0,0,1,NA,NA,NA,22,NA
"Q66GS9",172,191,1140,0,0,1,NA,NA,NA,19,NA
"Q66GS9",471,491,1140,0,0,1,NA,NA,NA,20,NA
"Q66GS9",1107,1140,1140,0,1,0,963,82,144,33,62
