"Entry","Method","PDB_ID","Chain","FD","Start_Coverage","End_Coverage"
"O60885","X-ray diffraction","6HDQ","A","FD1","44","168"
"O60885","X-ray diffraction","6HOV","A","FD1","44","168"
"O60885","X-ray diffraction","6I7X","A","FD1","44","168"
"O60885","X-ray diffraction","6I7Y","A","FD1","44","168"
"O60885","X-ray diffraction","6IN1","A","FD1","42","168"
"O60885","X-ray diffraction","6JJ3","A","FD1","44","167"
"O60885","X-ray diffraction","6JJB","A","FD1","44","167"
"O60885","X-ray diffraction","6MAU","A","FD1","44","170"
"O60885","X-ray diffraction","6MH1","A, B","FD1","44","168"
"O60885","X-ray diffraction","6MH7","A, B","FD1","44","168"
"O60885","Solution NMR","6MNL","B","FD1","333","460"
"O60885","X-ray diffraction","6PRT","A","FD1","43","168"
"O60885","X-ray diffraction","6PS9","A","FD1","44","168"
"O60885","X-ray diffraction","6PSB","A","FD1","44","168"
"O60885","X-ray diffraction","6Q3Y","A, B","FD1","42","168"
"O60885","X-ray diffraction","6Q3Z","A, B","FD1","44","168"
"O60885","X-ray diffraction","6S25","A","FD1","44","168"
"O60885","X-ray diffraction","6SE4","A","FD1","44","168"
"O60885","X-ray diffraction","6SIS","A, E","FD1","333","460"
"O60885","X-ray diffraction","6TPX","AAA","FD1","44","168"
"O60885","X-ray diffraction","6TPY","AAA","FD1","44","168"
"O60885","X-ray diffraction","6TPZ","AAA","FD1","44","168"
"O60885","X-ray diffraction","6UVJ","A","FD1","44","168"
"O60885","X-ray diffraction","6UVM","A","FD1","44","168"
"O60885","X-ray diffraction","6UWX","A","FD1","44","168"
"O00175","Solution NMR","1EIG","A","FD1","27","99"
"O00175","Solution NMR","1EIH","A","FD1","27","99"
"P43155","X-ray diffraction","1NM8","A","FD1","35","626"
"P43155","X-ray diffraction","1S5O","A","FD1","35","626"
"P52907","Solution NMR","1MQ1","C, D","FD1","265","276"
"P52907","Solution NMR","1MWN","X, Y","FD1","265","276"
"Q9H4Z3","Solution NMR","2JX8","A","FD1","40","86"
"Q9H4Z3","X-ray diffraction","6IRV","A, B","FD1","174","672"
"Q9H4Z3","X-ray diffraction","6IRW","A, B","FD1","174","672"
"Q5TDH0","Solution NMR","2N7D","A","FD1","1","76"
"Q5TDH0","X-ray diffraction","4RGH","A, B","FD1","212","360"
"Q5TDH0","Solution NMR","5K57","A","FD1","116","212"
"Q8IU60","X-ray diffraction","5MP0","D","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOH","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOI","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOJ","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOK","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOL","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOM","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QON","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOO","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOP","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOQ","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOR","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOS","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOT","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOU","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOV","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOW","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOX","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOY","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QOZ","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QP0","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QP1","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QP2","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QP3","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QP4","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QP5","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QP6","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QP7","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QP8","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QP9","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QPA","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QPB","A","FD1","95","260"
"Q8IU60","X-ray diffraction","5QPC","A","FD1","95","260"
"Q01523","X-ray diffraction","1ZMP","A, B, C, D","FD1","63","94"
"Q01523","Solution NMR","2LXZ","A","FD1","63","94"
"Q01523","Solution NMR","2MIT","A, B","FD1","63","94"
"Q01523","X-ray diffraction","3I5W","A, B","FD1","63","94"
"Q01523","X-ray diffraction","4E82","A, B","FD1","63","94"
"Q01523","X-ray diffraction","4E83","A, B","FD1","63","94"
"Q01523","X-ray diffraction","4E86","A, B, C, D, E, F, G, H, L","FD1","63","94"
"Q01523","X-ray diffraction","4RBW","A, B, C, D","FD1","63","94"
"Q01523","X-ray diffraction","4RBX","A","FD1","63","94"
"Q01523","X-ray diffraction","5CUI","A, B, C, D, E, F","FD1","63","94"
"Q01523","X-ray diffraction","5CUJ","A, B, C, D, E, F","FD1","63","94"
"Q01523","X-ray diffraction","5CUM","A, B, C","FD1","63","94"
"Q96FX2","Solution NMR","2JR7","A","FD1","1","81"
"Q5THR3","X-ray diffraction","1WLZ","A, B, C, D","FD1","1160","1260"
"Q5THR3","X-ray diffraction","5D67","A, B, C, D","FD1","1160","1260"
"Q8NEJ0","X-ray diffraction","2ESB","A","FD1","1","188"
"Q99956","X-ray diffraction","2HXP","A","FD1","201","345"
"Q99956","X-ray diffraction","3LJ8","A","FD1","202","347"
"P05305","X-ray diffraction","1EDN","A","FD1","53","73"
"P05305","Solution NMR","1EDP","A","FD1","53","69"
"P05305","X-ray diffraction","1T7H","A, B","FD1","51","68"
"P05305","Solution NMR","1V6R","A","FD1","53","73"
"P05305","X-ray diffraction","5GLH","B","FD1","53","73"
"P05305","X-ray diffraction","6DK5","A, B","FD1","53","73"
"O60869","Solution NMR","1X57","A","FD1","71","148"
"Q00975","Solution NMR","2LCM","A","FD1","1242","1269"
"Q96KN2","X-ray diffraction","3DLJ","A, B","FD1","27","507"
"Q9P232","Solution NMR","1WJ3","A","FD1","893","996"
"P01031","Solution NMR","1CFA","A","FD1","679","747"
"P01031","Solution NMR","1KJS","A","FD1","679","751"
"P01031","Solution NMR","1XWE","A","FD1","1530","1676"
"P01031","X-ray diffraction","3CU7","A, B","FD1","1","1676"
"P01031","X-ray diffraction","3HQA","A, B","FD1","679","750"
"P01031","X-ray diffraction","3HQB","A, B","FD1","679","750"
"P01031","X-ray diffraction","3KLS","A, B","FD1","1","1676"
"P01031","X-ray diffraction","3KM9","A, B","FD1","1","1676"
"P01031","X-ray diffraction","3PRX","A, C","FD1","1","1676"
"P01031","X-ray diffraction","3PVM","A, C","FD1","1","1676"
"P01031","X-ray diffraction","4A5W","A","FD1","19","1676"
"P01031","X-ray diffraction","4E0S","A","FD1","1","1676"
"P01031","X-ray diffraction","4P39","A, B, C, D","FD1","678","747"
"P01031","X-ray diffraction","4UU9","C, D","FD1","678","751"
"P01031","X-ray diffraction","5B4P","B, D","FD1","678","751"
"P01031","X-ray diffraction","5B71","E, F","FD1","20","124"
"P01031","X-ray diffraction","5HCC","A","FD1","19","674"
"P01031","X-ray diffraction","5HCD","A","FD1","19","674"
"P01031","X-ray diffraction","5HCE","A","FD1","19","674"
"P01031","X-ray diffraction","5I5K","A, B","FD1","1","1676"
"P01031","Electron Microscopy","6H03","A","FD1","19","1676"
"P01031","Electron Microscopy","6H04","A","FD1","19","1676"
"P01031","X-ray diffraction","6RPT","A, C, E","FD1","348","460"
"P51795","X-ray diffraction","2J9L","A, B, C, D, E, F","FD1","571","746"
"P51795","X-ray diffraction","2JA3","A, B, C, D, E, F","FD1","570","746"
"P35523","Electron Microscopy","6COY","A, B","FD1","1","988"
"P35523","Electron Microscopy","6COZ","A, B","FD1","1","988"
"P35523","Electron Microscopy","6QV6","A, B","FD1","1","988"
"P35523","Electron Microscopy","6QVB","A, B","FD1","1","988"
"P35523","Electron Microscopy","6QVC","A, B","FD1","1","988"
"P35523","Electron Microscopy","6QVD","A, B","FD1","1","988"
"P35523","Electron Microscopy","6QVU","A, B","FD1","1","988"
"Q9BUF7","X-ray diffraction","5I7Z","B","FD1","113","120"
"Q9UKF6","X-ray diffraction","2I7T","A","FD1","1","459"
"Q9UKF6","X-ray diffraction","2I7V","A","FD1","1","459"
"Q9UKF6","X-ray diffraction","6M8Q","A, B","FD1","1","459"
"P22680","X-ray diffraction","3DAX","A, B","FD1","25","503"
"P22680","X-ray diffraction","3SN5","A, B","FD1","25","503"
"P22680","X-ray diffraction","3V8D","A, B","FD1","25","503"
"Q9NQC7","Solution NMR","1IXD","A","FD1","460","550"
"Q9NQC7","Solution NMR","1WHL","A","FD1","125","206"
"Q9NQC7","Solution NMR","1WHM","A","FD1","228","304"
"Q9NQC7","X-ray diffraction","2VHF","A, B","FD1","583","956"
"P28325","X-ray diffraction","1RN7","A","FD1","21","142"
"P28325","X-ray diffraction","1ROA","A","FD1","21","142"
"P17302","Solution NMR","2LL2","A","FD1","234","259"
"P78310","X-ray diffraction","1EAJ","A, B","FD1","15","140"
"P78310","X-ray diffraction","1F5W","A, B","FD1","15","140"
"P78310","Electron Microscopy","1JEW","R","FD1","21","140"
"P78310","X-ray diffraction","1KAC","B","FD1","22","144"
"P78310","X-ray diffraction","1P69","B","FD1","22","144"
"P78310","X-ray diffraction","1P6A","B","FD1","22","144"
"P78310","Solution NMR","1RSF","A","FD1","21","144"
"P78310","X-ray diffraction","2J12","B","FD1","13","140"
"P78310","X-ray diffraction","2J1K","A, B, G, J, K, O, P, T, V, X, Y, Z","FD1","13","140"
"P78310","Solution NMR","2NPL","X","FD1","142","235"
"P78310","X-ray diffraction","2W9L","A, B, G, J, K, O, P, T, V, X, Y, Z","FD1","16","139"
"P78310","X-ray diffraction","2WBW","B","FD1","13","140"
"P78310","Electron Microscopy","3J6L","B","FD1","15","140"
"P78310","Electron Microscopy","3J6M","B","FD1","22","144"
"P78310","Electron Microscopy","3J6N","K","FD1","20","233"
"P78310","Electron Microscopy","3J6O","S","FD1","19","236"
"P56545","X-ray diffraction","2OME","A, B, C, D, E, F, G, H","FD1","31","364"
"P56545","X-ray diffraction","4LCJ","A, B, C, D, E, F, G, H","FD1","31","362"
"Q9Y4B6","X-ray diffraction","3WA0","G, H","FD1","1418","1507"
"Q9Y4B6","X-ray diffraction","4CC9","A","FD1","1058","1396"
"Q9Y4B6","X-ray diffraction","4P7I","C, D","FD1","1447","1507"
"Q9Y4B6","X-ray diffraction","4PXW","A, B","FD1","1039","1401"
"Q9Y4B6","X-ray diffraction","4Z8L","A, D","FD1","1057","1396"
"Q9Y4B6","X-ray diffraction","5AJA","A","FD1","1058","1396"
"Q9Y4B6","X-ray diffraction","5JK7","C, E","FD1","1045","1396"
"Q9Y4B6","X-ray diffraction","6N45","A, B","FD1","1475","1507"
"Q6PH85","X-ray diffraction","4GAO","A, B, D, G","FD1","62","259"
"P04440","X-ray diffraction","3LQZ","B","FD1","29","218"
"P04440","X-ray diffraction","4P4K","B, F","FD1","16","17"
"P04440","X-ray diffraction","4P4R","B, D","FD1","16","17"
"P04440","X-ray diffraction","4P57","B, D","FD1","16","17"
"P04440","X-ray diffraction","4P5K","B, E","FD1","11","14"
"P04440","X-ray diffraction","4P5M","B, D, F, H","FD1","13","16"
"Q14185","X-ray diffraction","3L4C","A, B","FD1","422","619"
"O60231","Electron Microscopy","5Z56","G","FD1","1","1041"
"O60231","Electron Microscopy","5Z57","G","FD1","1","1041"
"O60231","Electron Microscopy","5Z58","G","FD1","1","1041"
"O60231","Electron Microscopy","6FF7","Z","FD1","1","1041"
"O76075","Solution NMR","1IBX","A","FD1","1","80"
"P30046","X-ray diffraction","1DPT","A, B, C","FD1","2","118"
"P30046","X-ray diffraction","3KAN","A, B, C","FD1","2","118"
"P30046","X-ray diffraction","4Q3F","A, B, C","FD1","2","118"
"P30046","X-ray diffraction","6C5F","A, B, C","FD1","2","118"
"P23743","Solution NMR","1TUZ","A","FD1","1","118"
"P23743","X-ray diffraction","6IIE","A","FD1","107","197"
"Q14565","X-ray diffraction","1V5W","A, B","FD1","1","340"
"Q14565","X-ray diffraction","2ZJB","A, B","FD1","1","340"
"Q14565","X-ray diffraction","4HYY","A, B, C, D","FD1","84","340"
"Q14565","X-ray diffraction","6R3P","A, B, C, D","FD1","83","340"
"Q92630","X-ray diffraction","3K2L","A","FD1","146","552"
"Q92630","X-ray diffraction","3KVW","A","FD1","146","552"
"Q92630","X-ray diffraction","4AZF","A","FD1","146","540"
"Q92630","X-ray diffraction","5LXC","A, B","FD1","146","552"
"Q92630","X-ray diffraction","5LXD","A, B","FD1","146","552"
"Q92630","X-ray diffraction","5ZTN","A, B","FD1","146","552"
"Q92630","X-ray diffraction","6HDP","A","FD1","146","552"
"Q92630","X-ray diffraction","6HDR","A","FD1","146","552"
"Q92630","X-ray diffraction","6K0J","A","FD1","212","536"
"Q6V1X1","X-ray diffraction","6EOO","A, B, C","FD1","1","898"
"Q6V1X1","X-ray diffraction","6EOP","A, B, C","FD1","1","898"
"Q6V1X1","X-ray diffraction","6EOS","A, B, C, D, E, F","FD1","1","898"
"Q6V1X1","X-ray diffraction","6EOT","A, B, D, G, I, K","FD1","1","898"
"Q6V1X1","X-ray diffraction","6HP8","A, B, C","FD1","1","898"
"Q16643","X-ray diffraction","5Y1Z","A, B","FD1","1","135"
"Q16643","X-ray diffraction","5ZZ9","D, E, F","FD1","530","551"
"Q15329","X-ray diffraction","5TUV","B, E","FD1","124","232"
"P79483","X-ray diffraction","2Q6W","B, E","FD1","30","219"
"P79483","X-ray diffraction","4H1L","B, E","FD1","35","217"
"O75521","Solution NMR","2CQU","A","FD1","31","133"
"O75521","X-ray diffraction","2F6Q","A, B, C","FD1","137","394"
"O75521","X-ray diffraction","4U18","A, B, C","FD1","138","390"
"O75521","X-ray diffraction","4U19","A, B, C","FD1","138","390"
"O75521","X-ray diffraction","4U1A","A, B, C","FD1","138","384"
"Q9HCU8","X-ray diffraction","6HVO","D, E, F","FD1","1","19"
"Q9HCU8","Electron Microscopy","6S1M","D","FD1","2","107"
"Q9HCU8","Electron Microscopy","6S1N","D","FD1","2","107"
"Q9HCU8","Electron Microscopy","6S1O","D","FD1","2","107"
"Q9HCU8","Electron Microscopy","6TNY","D","FD1","2","107"
"Q9HCU8","Electron Microscopy","6TNZ","D","FD1","2","107"
"Q13825","X-ray diffraction","1HZD","A, B, C, D, E, F","FD1","68","339"
"Q13825","X-ray diffraction","2ZQQ","A, B, C, D, E, F","FD1","68","339"
"Q13825","X-ray diffraction","2ZQR","A, B, C, D, E, F","FD1","68","339"
"Q15582","Solution NMR","1X3B","A","FD1","502","634"
"Q15582","Solution NMR","2LTB","A","FD1","502","634"
"Q15582","Solution NMR","2LTC","A","FD1","502","634"
"Q15582","X-ray diffraction","2VXP","A, B","FD1","502","633"
"Q15582","X-ray diffraction","5NV6","A, B","FD1","1","683"
"P61769","X-ray diffraction","1A1M","B","FD1","21","119"
"P61769","X-ray diffraction","1A1N","B","FD1","21","119"
"P61769","X-ray diffraction","1A1O","B","FD1","21","119"
"P61769","X-ray diffraction","1A6Z","B, D","FD1","21","119"
"P61769","X-ray diffraction","1A9B","B, E","FD1","21","119"
"P61769","X-ray diffraction","1A9E","B","FD1","21","119"
"P61769","X-ray diffraction","1AGB","B","FD1","21","119"
"P61769","X-ray diffraction","1AGC","B","FD1","21","119"
"P61769","X-ray diffraction","1AGD","B","FD1","21","119"
"P61769","X-ray diffraction","1AGE","B","FD1","21","119"
"P61769","X-ray diffraction","1AGF","B","FD1","21","119"
"P61769","X-ray diffraction","1AKJ","B","FD1","21","119"
"P61769","X-ray diffraction","1AO7","B","FD1","21","119"
"P61769","X-ray diffraction","1B0G","B, E","FD1","21","119"
"P61769","X-ray diffraction","1B0R","B","FD1","21","119"
"P61769","X-ray diffraction","1BD2","B","FD1","21","119"
"P61769","X-ray diffraction","1C16","B, D, F, H","FD1","21","119"
"P61769","X-ray diffraction","1CE6","B","FD1","21","119"
"P61769","X-ray diffraction","1CG9","B","FD1","21","119"
"P61769","X-ray diffraction","1DE4","B, E, H","FD1","21","119"
"P61769","X-ray diffraction","1DUY","B, E","FD1","20","119"
"P61769","X-ray diffraction","1DUZ","B, E","FD1","20","119"
"P61769","X-ray diffraction","1E27","B","FD1","21","119"
"P61769","X-ray diffraction","1E28","B","FD1","21","119"
"P61769","X-ray diffraction","1EEY","B, E","FD1","21","119"
"P61769","X-ray diffraction","1EEZ","B, E","FD1","21","119"
"P61769","X-ray diffraction","1EFX","B","FD1","21","119"
"P61769","X-ray diffraction","1EXU","B","FD1","21","119"
"P61769","X-ray diffraction","1GZP","B","FD1","21","119"
"P61769","X-ray diffraction","1GZQ","B","FD1","21","119"
"P61769","X-ray diffraction","1HHG","B, E","FD1","21","119"
"P61769","X-ray diffraction","1HHH","B","FD1","21","119"
"P61769","X-ray diffraction","1HHI","B, E","FD1","21","119"
"P61769","X-ray diffraction","1HHJ","B, E","FD1","21","119"
"P61769","X-ray diffraction","1HHK","B, E","FD1","21","119"
"P61769","X-ray diffraction","1HLA","M","FD1","21","117"
"P61769","X-ray diffraction","1HSA","B, E","FD1","21","119"
"P61769","X-ray diffraction","1HSB","B","FD1","21","119"
"P61769","X-ray diffraction","1I1F","B, E","FD1","21","119"
"P61769","X-ray diffraction","1I1Y","B, E","FD1","21","119"
"P61769","X-ray diffraction","1I4F","B","FD1","21","119"
"P61769","X-ray diffraction","1I7R","B, E","FD1","21","119"
"P61769","X-ray diffraction","1I7T","B, E","FD1","21","119"
"P61769","X-ray diffraction","1I7U","B, E","FD1","21","119"
"P61769","X-ray diffraction","1IM3","B, F, J, N","FD1","21","119"
"P61769","X-ray diffraction","1IM9","B, F","FD1","21","119"
"P61769","X-ray diffraction","1JF1","B","FD1","21","119"
"P61769","X-ray diffraction","1JGD","B","FD1","21","119"
"P61769","X-ray diffraction","1JGE","B","FD1","21","119"
"P61769","X-ray diffraction","1JHT","B","FD1","21","119"
"P61769","Solution NMR","1JNJ","A","FD1","21","119"
"P61769","X-ray diffraction","1K5N","B","FD1","21","119"
"P61769","X-ray diffraction","1KPR","B, D","FD1","21","119"
"P61769","X-ray diffraction","1KTL","B, D","FD1","21","119"
"P61769","X-ray diffraction","1LDS","A","FD1","21","119"
"P61769","X-ray diffraction","1LP9","B, I","FD1","21","119"
"P61769","X-ray diffraction","1M05","B, D","FD1","21","119"
"P61769","X-ray diffraction","1M6O","B","FD1","21","119"
"P61769","X-ray diffraction","1MHE","B, D","FD1","21","119"
"P61769","X-ray diffraction","1MI5","B","FD1","21","119"
"P61769","X-ray diffraction","1N2R","B","FD1","21","119"
"P61769","X-ray diffraction","1OF2","B","FD1","21","119"
"P61769","X-ray diffraction","1OGA","B","FD1","21","119"
"P61769","X-ray diffraction","1OGT","B","FD1","21","119"
"P61769","X-ray diffraction","1ONQ","B, D","FD1","21","119"
"P61769","X-ray diffraction","1P7Q","B","FD1","21","119"
"P61769","X-ray diffraction","1PY4","A, B, C, D","FD1","21","119"
"P61769","X-ray diffraction","1Q94","B, E","FD1","21","119"
"P61769","X-ray diffraction","1QEW","B","FD1","21","119"
"P61769","X-ray diffraction","1QLF","B","FD1","21","119"
"P61769","X-ray diffraction","1QQD","B","FD1","20","118"
"P61769","X-ray diffraction","1QR1","B, E","FD1","20","119"
"P61769","X-ray diffraction","1QRN","B","FD1","21","119"
"P61769","X-ray diffraction","1QSE","B","FD1","20","119"
"P61769","X-ray diffraction","1QSF","B","FD1","20","119"
"P61769","X-ray diffraction","1QVO","B, E","FD1","21","119"
"P61769","X-ray diffraction","1R3H","B, D, F, H","FD1","21","119"
"P61769","X-ray diffraction","1S8D","B","FD1","21","119"
"P61769","X-ray diffraction","1S9W","B","FD1","21","119"
"P61769","X-ray diffraction","1S9X","B","FD1","21","119"
"P61769","X-ray diffraction","1S9Y","B","FD1","21","119"
"P61769","X-ray diffraction","1SYS","B","FD1","21","119"
"P61769","X-ray diffraction","1SYV","B","FD1","21","119"
"P61769","X-ray diffraction","1T1W","B","FD1","21","119"
"P61769","X-ray diffraction","1T1X","B","FD1","21","119"
"P61769","X-ray diffraction","1T1Y","B","FD1","21","119"
"P61769","X-ray diffraction","1T1Z","B","FD1","21","119"
"P61769","X-ray diffraction","1T20","B","FD1","21","119"
"P61769","X-ray diffraction","1T21","B","FD1","21","119"
"P61769","X-ray diffraction","1T22","B","FD1","21","119"
"P61769","X-ray diffraction","1TMC","B","FD1","21","119"
"P61769","X-ray diffraction","1TVB","B, E","FD1","21","119"
"P61769","X-ray diffraction","1TVH","B, E","FD1","21","119"
